iso3,year,month,inform_risk_score,hazard_exposure,vulnerability,lack_coping_capacity,natural_hazard,socioeconomic_vulnerability,infrastructure_coping,inform_data_flag
HTI,2023,2023-09-01,6.8,6.8,6.4,7.2,6.3,6.6,6.3,inform_annual
HTI,2023,2023-10-01,6.8,6.8,6.4,7.2,6.3,6.6,6.3,inform_annual
HTI,2023,2023-11-01,6.8,6.8,6.4,7.2,6.3,6.6,6.3,inform_annual
HTI,2023,2023-12-01,6.8,6.8,6.4,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-01-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-02-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-03-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-04-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-05-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-06-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-07-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-08-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-09-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-10-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-11-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
HTI,2024,2024-12-01,7.0,7.2,6.7,7.2,6.3,6.6,6.3,inform_annual
JAM,2019,2019-01-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-02-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-03-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-04-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-05-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-06-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-07-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-08-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-09-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-10-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-11-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2019,2019-12-01,2.9,3.1,2.2,3.6,5.0,3.4,3.1,inform_annual
JAM,2020,2020-01-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-02-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-03-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-04-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-05-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-06-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-07-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-08-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-09-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-10-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-11-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2020,2020-12-01,2.9,3.1,2.2,3.6,5.0,3.5,3.0,inform_annual
JAM,2021,2021-01-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-02-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-03-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-04-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-05-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-06-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-07-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-08-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-09-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-10-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-11-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2021,2021-12-01,2.9,3.1,2.3,3.6,5.0,3.7,3.0,inform_annual
JAM,2022,2022-01-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-02-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-03-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-04-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-05-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-06-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-07-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-08-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-09-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-10-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-11-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2022,2022-12-01,3.0,3.1,2.4,3.6,5.0,3.9,3.0,inform_annual
JAM,2023,2023-01-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-02-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-03-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-04-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-05-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-06-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-07-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-08-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-09-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-10-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-11-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2023,2023-12-01,2.9,3.1,2.3,3.5,5.0,3.8,2.9,inform_annual
JAM,2024,2024-01-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-02-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-03-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-04-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-05-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-06-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-07-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-08-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-09-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-10-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-11-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
JAM,2024,2024-12-01,2.9,3.1,2.3,3.6,5.0,3.7,2.9,inform_annual
NIC,2019,2019-01-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-02-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-03-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-04-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-05-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-06-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-07-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-08-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-09-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-10-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-11-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2019,2019-12-01,4.4,3.8,3.8,6.0,5.8,5.1,4.5,inform_annual
NIC,2020,2020-01-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-02-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-03-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-04-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-05-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-06-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-07-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-08-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-09-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-10-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-11-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2020,2020-12-01,4.6,4.3,3.7,6.1,5.8,5.1,4.6,inform_annual
NIC,2021,2021-01-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-02-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-03-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-04-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-05-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-06-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-07-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-08-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-09-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-10-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-11-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2021,2021-12-01,4.9,4.3,4.6,6.0,5.8,5.2,4.5,inform_annual
NIC,2022,2022-01-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-02-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-03-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-04-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-05-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-06-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-07-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-08-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-09-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-10-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-11-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2022,2022-12-01,4.8,4.3,4.2,6.2,5.8,5.3,4.6,inform_annual
NIC,2023,2023-01-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-02-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-03-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-04-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-05-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-06-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-07-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-08-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-09-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-10-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-11-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2023,2023-12-01,4.8,4.3,4.2,6.3,5.8,5.6,4.4,inform_annual
NIC,2024,2024-01-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-02-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-03-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-04-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-05-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-06-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-07-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-08-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-09-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-10-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-11-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
NIC,2024,2024-12-01,4.9,4.3,4.2,6.4,5.8,5.9,4.4,inform_annual
PAN,2019,2019-01-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-02-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-03-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-04-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-05-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-06-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-07-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-08-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-09-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-10-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-11-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2019,2019-12-01,4.0,3.1,3.6,5.6,5.1,2.4,2.8,inform_annual
PAN,2020,2020-01-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-02-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-03-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-04-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-05-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-06-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-07-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-08-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-09-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-10-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-11-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2020,2020-12-01,4.0,3.2,3.7,5.4,5.2,2.3,2.6,inform_annual
PAN,2021,2021-01-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-02-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-03-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-04-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-05-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-06-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-07-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-08-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-09-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-10-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-11-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2021,2021-12-01,4.1,3.3,3.7,5.5,5.1,2.4,2.8,inform_annual
PAN,2022,2022-01-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-02-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-03-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-04-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-05-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-06-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-07-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-08-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-09-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-10-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-11-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2022,2022-12-01,4.1,3.3,3.9,5.4,5.1,2.5,2.6,inform_annual
PAN,2023,2023-01-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-02-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-03-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-04-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-05-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-06-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-07-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-08-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-09-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-10-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-11-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2023,2023-12-01,4.5,3.3,4.9,5.5,5.1,2.4,2.5,inform_annual
PAN,2024,2024-01-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-02-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-03-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-04-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-05-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-06-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-07-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-08-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-09-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-10-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-11-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
PAN,2024,2024-12-01,4.1,3.3,3.8,5.5,5.1,2.3,2.5,inform_annual
SLV,2019,2019-01-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-02-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-03-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-04-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-05-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-06-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-07-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-08-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-09-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-10-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-11-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2019,2019-12-01,3.7,3.7,3.7,3.8,5.6,4.3,2.7,inform_annual
SLV,2020,2020-01-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-02-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-03-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-04-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-05-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-06-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-07-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-08-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-09-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-10-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-11-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2020,2020-12-01,3.7,3.7,3.6,3.7,5.6,4.4,2.6,inform_annual
SLV,2021,2021-01-01,3.6,3.7,3.3,3.7,5.6,4.5,2.8,inform_annual
SLV,2021,2021-02-01,3.6,3.7,3.3,3.7,5.6,4.5,2.8,inform_annual
SLV,2021,2021-03-01,3.6,3.7,3.3,3.7,5.6,4.5,2.8,inform_annual
SLV,2021,2021-04-01,3.6,3.7,3.3,3.7,5.6,4.5,2.8,inform_annual
